,method,name
1987,"  private void <extra_id_0>(ActionEvent e) {    var fieldText1 = jtFields[0].getText();    var fieldText2 = jtFields[1].getText();    var areaText1 = jtAreas[0].getText();    var fieldText3 = jtFields[2].getText();    var areaText2 = jtAreas[1].getText();    var order = new Order(fieldText1, fieldText2, areaText1, fieldText3, areaText2);    jl.setText(sendRequest(order));  }",actionPerformed
629,"  public void <extra_id_0>(Command s, int actionIndex) {    actions.get(actionIndex).updateModel(s);  }  /**   * Update view.   *   * @param giantModel the giant model   */",performAction
2014,  public String <extra_id_0>() {    return orderItem;  },getOrderItem
2535,  public final List<Potion> <extra_id_0>() {    return List.copyOf(this.topShelf);  }  /**   * Get a read-only list of all the items on the bottom shelf.   *   * @return The bottom shelf potions   */,getTopShelf
2850,"  void <extra_id_0>() {    testCollision(        new Meteoroid(1, 1, 3, 4),        false, false,        false, false    );  }  /**   * Test what happens we collide with ISS   */  @Test",testCollideMeteoroid
2700,"  public void <extra_id_0>() {    makeActions(workers, DwarvenMineWorker.Action.GO_HOME, DwarvenMineWorker.Action.GO_TO_SLEEP);  }",endDay
353,  void <extra_id_0>();,execute
516,"  public void <extra_id_0>(Data data) {    dataStore.put(data.getKey(), data);  }",storeData
1833,"  void <extra_id_0>() {    var atm = new ArrayTransposeMaster(1);    var atw = new ArrayTransposeWorker(atm, 1);    var matrix = new int[][]{{2, 4}, {3, 5}};    var matrixTranspose = new int[][]{{2, 3}, {4, 5}};    var i = new ArrayInput(matrix);    atw.setReceivedData(atm, i);    var r = atw.executeOperation();    assertTrue(ArrayUtilityMethods.matricesSame(r.data, matrixTranspose));  }",executeOperationTest
648,  public final boolean <extra_id_0>(Mass other) {    return this.value >= other.value;  },greaterThanOrEq
81,"  public void <extra_id_0>(Weapon weapon) {    LOGGER.info(""Registering {} for delete in context."", weapon.getName());    register(weapon, UnitActions.DELETE.getActionValue());  }",registerDeleted
2719,"  void <extra_id_0>() throws Exception {    final var temporaryFile = this.testFolder.newFile();    new SimpleFileWriter(temporaryFile.getPath(), Assertions::assertNotNull);  }  @Test",testWriterNotNull
1722,"  void <extra_id_0>() {    var expectedFile = ""Stamatis"";    stub.setFileName(expectedFile);    presenter.start();    presenter.fileNameChanged();    assertEquals(expectedFile, loader.getFileName());  }  /**   * Tests if we receive a confirmation when we attempt to open a file that it's name is null or an   * empty string.   */  @Test",updateFileNameToLoader
2182,  public boolean <extra_id_0>() {    return findNextIdx() != -1;  }  @Override,hasNext
40,"  void <extra_id_0>() {    this.visitor.visit(new Soldier());    if (this.soldierResponse.isPresent()) {      assertEquals(this.soldierResponse.get(), appender.getLastMessage());      assertEquals(1, appender.getLogSize());    }  }",testVisitSoldier
3762,  void <extra_id_0>() {    Client client = new Client();    var result = client.useService(10);    assertTrue(result == 100 || result == RemoteServiceStatus.FAILURE.getRemoteServiceStatusValue());  },test
2433,  public void <extra_id_0>(Action action) {    if (action.getType().equals(ActionType.CONTENT_CHANGED)) {      var contentAction = (ContentAction) action;      content = contentAction.getContent();      notifyChange();    }  },onAction
3254,"  private static SessionFactory <extra_id_0>() {    // configures settings from hibernate.cfg.xml    final var registry = new StandardServiceRegistryBuilder().configure().build();    try {      return new MetadataSources(registry).buildMetadata().buildSessionFactory();    } catch (Exception ex) {      StandardServiceRegistryBuilder.destroy(registry);      LOGGER.error(""Initial SessionFactory creation failed."", ex);      throw new ExceptionInInitializerError(ex);    }  }",buildSessionFactory
1676,  public String <extra_id_0>() {    return title;  },toString
2423,  public void <extra_id_0>(Store store) {    var contentStore = (ContentStore) store;    content = contentStore.getContent();    render();  }  @Override,storeChanged
1998,"  public String <extra_id_0>(Order order) {    if (getNext() != null) {      return getNext().execute(order);    } else {      return """";    }  }",execute
2027,"  void <extra_id_0>() {    CompletableFuture<Health> future =        CompletableFuture.completedFuture(            Health.down().withDetail(""database"", ""unreachable"").build());    when(healthChecker.performCheck(any(), anyLong())).thenReturn(future);    when(healthCheckRepository.checkHealth()).thenReturn(null);    Health health = customHealthIndicator.health();    assertEquals(Status.DOWN, health.getStatus());  }  /**   * Test case for the `health()` method when the health check times out.   *   * <p>Asserts that when the `health()` method is called and the health check times out, it returns   * a Health object with Status.DOWN.   */  @Test",whenDatabaseIsDown_thenHealthIsDown
1444,    public ParameterObject <extra_id_0>() {      return new ParameterObject(this);    }  }},build
1820,"  Hashtable<Integer, Result<?>> <extra_id_0>() {    return this.allResultData;  }",getAllResultData
1070,"  public String <extra_id_0>() {    return ""booking a Fly"";  }",getName
922,  public Lock <extra_id_0>() {    return writerLock;  }  /**   * return true when globalMutex hold the reference of writerLock.   */,writeLock
758,  public void <extra_id_0>() {    complimentReceived = true;  }  @Override,receiveCompliments
3033,"  void <extra_id_0>(Product product, Customer customer) throws SQLException;",deleteProduct
3153,  private static DataSource <extra_id_0>() {    var dataSource = new JdbcDataSource();    dataSource.setURL(DB_URL);    return dataSource;  },createDataSource
903,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteWithoutException
2949,      public Public <extra_id_0>(String name) {        this.name = name;        return this;      }      @Override,setName
347,"  void <extra_id_0>() {    final var character = CharacterStepBuilder.newBuilder()        .name(""Merlin"")        .wizardClass(""alchemist"")        .withSpell(""poison"")        .withAbility(""invisibility"")        .withAbility(""wisdom"")        .noMoreAbilities()        .build();    assertEquals(""Merlin"", character.getName());    assertEquals(""alchemist"", character.getWizardClass());    assertEquals(""poison"", character.getSpell());    assertNotNull(character.toString());    final var abilities = character.getAbilities();    assertNotNull(abilities);    assertEquals(2, abilities.size());    assertTrue(abilities.contains(""invisibility""));    assertTrue(abilities.contains(""wisdom""));  }  /**   * Build a new wizard {@link Character} without spell or abilities and verify if it has the   * expected attributes   */  @Test",testBuildWizard
2253,"  Map<LotteryTicketId, LotteryTicket> <extra_id_0>();  /**   * Delete all lottery tickets.   */",findAll
721,"  private ReceiptViewModel <extra_id_0>(Db.User user, Db.Account account, String itemName) {    Db.Product item = Db.getInstance().findProductByItemName(itemName);    if (item == null) {      return new OutOfStock(user.getUserName(), itemName);    }    ReceiptDto receipt = user.purchase(item);    MoneyTransaction transaction = account.withdraw(receipt.getPrice());    if (transaction == null) {      return new InsufficientFunds(user.getUserName(), account.getAmount(), itemName);    }    return receipt;  }",purchase
3323,"  public void <extra_id_0>(Request request) {    LOGGER.info(""Processing Request with client: "" + request.getSession().getClientName() + "" data: "" + request.getData());  }",process
1491,"  public AlbumPage <extra_id_0>(String albumRating) {    var albumRatingInputTextField = (HtmlTextInput) page.getElementById(""albumRating"");    albumRatingInputTextField.setText(albumRating);    return this;  }  /**   * Sets the number of songs number input field   *   * @param numberOfSongs the new number of songs value to be set   * @return {@link AlbumPage}   */",changeAlbumRating
653,  public String <extra_id_0>() {    return title;  },toString
2029,"  void <extra_id_0>() {    doNothing().when(cache).clear();    customHealthIndicator.evictHealthCache();    verify(cache, times(1)).clear();    verify(cacheManager, times(1)).getCache(""health-check"");  }  /** Configuration static class for the health check cache. */  @Configuration",whenEvictHealthCache_thenCacheIsCleared
3453,  public void <extra_id_0>(PrinterItem printerItem) {    currentInstance.getPrinterQueue().add(printerItem);  },addPrinterItem
2462,"  void <extra_id_0>() throws Exception {    final var integers = List.of(1, 2, 3);    final var split = createFluentIterable(integers).spliterator();    assertNotNull(split);  }",testSpliterator
1979,"  void <extra_id_0>() {    final var order = new Order();    order.setOrderItem(EXPECTED_VALUE);    assertEquals(EXPECTED_VALUE, order.getOrderItem());  }",testSetOrder
1914,"  void <extra_id_0>() {    try {      var instance1 = new BullyInstance(null, 1, 1);      var instance2 = new BullyInstance(null, 1, 2);      var instance3 = new BullyInstance(null, 1, 3);      var instance4 = new BullyInstance(null, 1, 4);      Map<Integer, Instance> instanceMap = Map.of(1, instance1, 2, instance2, 3, instance3, 4, instance4);      instance1.setAlive(false);      var messageManager = new BullyMessageManager(instanceMap);      var result = messageManager.sendElectionMessage(3, ""3"");      var instanceClass = AbstractInstance.class;      var messageQueueField = instanceClass.getDeclaredField(""messageQueue"");      messageQueueField.setAccessible(true);      var message2 = ((Queue<Message>) messageQueueField.get(instance2)).poll();      var instance4QueueSize = ((Queue<Message>) messageQueueField.get(instance4)).size();      var expectedMessage = new Message(MessageType.ELECTION_INVOKE, """");      assertEquals(message2, expectedMessage);      assertEquals(instance4QueueSize, 0);      assertEquals(result, false);    } catch (IllegalAccessException | NoSuchFieldException e) {      fail(""Error to access private field."");    }  }  @Test",testSendElectionMessageNotAccepted
1569,"  void <extra_id_0>() throws IOException {    /* Get singleton instance of File Logger Module */    final var fileLoggerModule = FileLoggerModule.getSingleton();    /* Prepare the essential sub modules, to perform the sequence of jobs */    fileLoggerModule.prepare();    /* Test if nothing is printed in file */    assertNull(readFirstLine(OUTPUT_FILE));    /* Unprepare to cleanup the modules */    fileLoggerModule.unprepare();  }  /**   * This test verify that 'ERROR' is perfectly printed in error file   *   * @throws FileNotFoundException if program is not able to find log files (output.txt and   *                               error.txt)   */  @Test",testNoFileMessage
2957,      public Double <extra_id_0>() {        return price;      },getPrice
1210,"  void <extra_id_0>(){    Album album = new Album(""a"", ""b"", false, """");    album.setClassical(true);    assertTrue(album.isClassical());  }  @Test",testSetClassical
2831,"  void <extra_id_0>() {    final var rectangle = new Rectangle(1, 2, 3, 4);    assertEquals(1, rectangle.getLeft());    assertEquals(2, rectangle.getTop());    assertEquals(3, rectangle.getRight());    assertEquals(4, rectangle.getBottom());  }  /**   * Test if the values passed through the constructor matches the values in the {@link   * #toString()}   */  @Test",testConstructor
